No	GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10137	22887	7.81e-01	7.33e-01	0.1817	-0.341428	-0.0620529	36.74	FOXJ3	forkhead box J3
10138	22821	7.81e-01	7.33e-01	0.1891	0.340851	0.0644713	24.63	RASA3	RAS p21 protein activator 3
10139	110354863	7.82e-01	7.34e-01	0.186	0.339454	0.0631378	11.6	ZNF660-ZNF197	ZNF660-ZNF197 readthrough
10140	26091	7.82e-01	7.34e-01	0.1168	0.339343	0.0396479	155.18	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4
10141	6342	7.83e-01	7.35e-01	0.2217	-0.338807	-0.0751004	969.48	SCP2	sterol carrier protein 2
10142	11062	7.83e-01	7.35e-01	0.2222	-0.338764	-0.075277	16.4	DUS4L	dihydrouridine synthase 4 like
10143	79016	7.84e-01	7.36e-01	0.1812	-0.336975	-0.0610659	13.88	DDA1	DET1 and DDB1 associated 1
10144	549	7.85e-01	7.37e-01	0.2179	0.336297	0.0732652	18.61	AUH	AU RNA binding methylglutaconyl-CoA hydratase
10145	257397	7.85e-01	7.37e-01	0.2931	-0.335777	-0.0984145	10.35	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
10146	200081	7.85e-01	7.37e-01	0.1461	0.335429	0.0490012	58.6	TXLNA	taxilin alpha
10147	79837	7.85e-01	7.37e-01	0.1287	-0.335375	-0.043152	74.8	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
10148	196951	7.85e-01	7.38e-01	0.0956	-0.33498	-0.0320289	73.05	FAM227B	family with sequence similarity 227 member B
10149	5361	7.86e-01	7.38e-01	0.3192	-0.334632	-0.1068047	11.12	PLXNA1	plexin A1
10150	90627	7.86e-01	7.38e-01	0.2184	0.334099	0.0729601	23.06	STARD13	StAR related lipid transfer domain containing 13
10151	107985946	7.86e-01	7.38e-01	0.1178	0.333931	0.0393275	11.19	LOC107985946	uncharacterized LOC107985946
10152	84817	7.87e-01	7.40e-01	0.1274	-0.3322	-0.0423199	1609.87	TXNDC17	thioredoxin domain containing 17
10153	84947	7.88e-01	7.41e-01	0.3744	0.331147	0.1239768	22.88	SERAC1	serine active site containing 1
10154	79068	7.88e-01	7.41e-01	0.1075	0.331182	0.035597	161.89	FTO	FTO alpha-ketoglutarate dependent dioxygenase
10155	5934	7.89e-01	7.41e-01	0.1556	-0.330323	-0.0513939	27.57	RBL2	RB transcriptional corepressor like 2
10156	80346	7.90e-01	7.42e-01	0.2442	-0.328943	-0.0803262	35.44	REEP4	receptor accessory protein 4
10157	7844	7.90e-01	7.42e-01	0.2789	0.328834	0.0916982	14.89	RNF103	ring finger protein 103
10158	84830	7.90e-01	7.43e-01	0.3249	0.328385	0.1067082	17.73	ADTRP	androgen dependent TFPI regulating protein
10159	339448	7.90e-01	7.43e-01	0.1104	-0.328095	-0.0362201	196.7	C1orf174	chromosome 1 open reading frame 174
10160	245812	7.90e-01	7.43e-01	0.2331	-0.327377	-0.0763108	29.95	CNPY4	canopy FGF signaling regulator 4
10161	338699	7.90e-01	7.43e-01	0.1632	-0.327371	-0.0534353	28.29	ANKRD42	ankyrin repeat domain 42
10162	7389	7.91e-01	7.44e-01	0.1271	0.327013	0.0415766	768.73	UROD	uroporphyrinogen decarboxylase
10163	23780	7.91e-01	7.44e-01	0.1699	0.326981	0.0555556	361.78	APOL2	apolipoprotein L2
10164	7569	7.91e-01	7.44e-01	0.2456	-0.326168	-0.0800943	13.31	ZNF182	zinc finger protein 182
10165	124961	7.92e-01	7.45e-01	0.3289	-0.325443	-0.1070266	11.03	ZFP3	ZFP3 zinc finger protein
10166	285282	7.92e-01	7.45e-01	0.1201	-0.325105	-0.0390399	136.63	RABL3	RAB, member of RAS oncogene family like 3
10167	23265	7.92e-01	7.45e-01	0.1024	-0.325201	-0.0332845	268.14	EXOC7	exocyst complex component 7
10168	284131	7.92e-01	7.45e-01	0.2316	-0.325085	-0.0752817	21.14	ENDOV	endonuclease V
10169	9874	7.92e-01	7.45e-01	0.1992	-0.324828	-0.0647164	79.18	TLK1	tousled like kinase 1
10170	170960	7.92e-01	7.46e-01	0.1432	-0.324534	-0.0464785	38.07	ZNF721	zinc finger protein 721
10171	440145	7.92e-01	7.46e-01	0.1453	0.324071	0.0470846	46.7	MZT1	mitotic spindle organizing protein 1
10172	4255	7.93e-01	7.47e-01	0.3574	-0.32315	-0.1154997	64.55	MGMT	O-6-methylguanine-DNA methyltransferase
10173	5757	7.93e-01	7.47e-01	0.1142	-0.322952	-0.0368716	6267.65	PTMA	prothymosin alpha
10174	27158	7.93e-01	7.47e-01	0.3152	-0.322831	-0.1017561	9.52	NDOR1	NADPH dependent diflavin oxidoreductase 1
10175	2622	7.93e-01	7.47e-01	0.2893	0.322916	0.0934264	11.09	GAS8	growth arrest specific 8
10176	10384	7.93e-01	7.47e-01	0.201	0.322734	0.0648851	141.74	BTN3A3	butyrophilin subfamily 3 member A3
10177	5532	7.93e-01	7.47e-01	0.2225	-0.32225	-0.0716918	25.19	PPP3CB	protein phosphatase 3 catalytic subunit beta
10178	79161	7.94e-01	7.48e-01	0.1842	0.320751	0.0590747	43.13	TMEM243	transmembrane protein 243
10179	65996	7.94e-01	7.48e-01	0.1732	0.320779	0.0555474	42.39	CENPBD2P	CENPB DNA-binding domains containing 2, pseudogene
10180	378706	7.95e-01	7.49e-01	0.2294	-0.320237	-0.0734726	9.54	RN7SL2	RNA component of signal recognition particle 7SL2
10181	84950	7.95e-01	7.49e-01	0.1012	0.320015	0.0323855	387.6	PRPF38A	pre-mRNA processing factor 38A
10182	5052	7.95e-01	7.49e-01	0.1626	0.319605	0.0519687	2865.17	PRDX1	peroxiredoxin 1
10183	83475	7.97e-01	7.51e-01	0.2298	-0.317068	-0.0728594	44.18	DOHH	deoxyhypusine hydroxylase
10184	6722	7.97e-01	7.52e-01	0.2557	-0.316378	-0.0808936	12.07	SRF	serum response factor
10185	54499	7.99e-01	7.53e-01	0.0833	-0.314986	-0.0262305	1334.39	TMCO1	transmembrane and coiled-coil domains 1
10186	2975	7.99e-01	7.53e-01	0.1438	0.314906	0.0452869	28.43	GTF3C1	general transcription factor IIIC subunit 1
10187	23022	7.99e-01	7.53e-01	0.2284	0.314428	0.0718173	14.68	PALLD	palladin, cytoskeletal associated protein
10188	56886	7.99e-01	7.53e-01	0.1578	-0.314228	-0.0495984	66.03	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1
10189	10581	8.01e-01	7.55e-01	0.1784	0.31158	0.0555759	9838.16	IFITM2	interferon induced transmembrane protein 2
10190	55054	8.01e-01	7.55e-01	0.1859	0.311459	0.0579029	31.02	ATG16L1	autophagy related 16 like 1
10191	339318	8.01e-01	7.56e-01	0.2326	0.31119	0.0723863	19.28	ZNF181	zinc finger protein 181
10192	30849	8.01e-01	7.56e-01	0.2107	-0.310689	-0.0654662	20.21	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
10193	84289	8.02e-01	7.56e-01	0.2338	-0.310404	-0.0725786	22.83	ING5	inhibitor of growth family member 5
10194	284695	8.03e-01	7.58e-01	0.1083	-0.308695	-0.0334279	114.37	ZNF326	zinc finger protein 326
10195	58513	8.03e-01	7.58e-01	0.1323	-0.308431	-0.0408013	33.03	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
10196	65977	8.03e-01	7.58e-01	0.1576	0.308305	0.0485973	40.98	PLEKHA3	pleckstrin homology domain containing A3
10197	27107	8.03e-01	7.58e-01	0.2076	-0.308092	-0.0639625	20.88	ZBTB11	zinc finger and BTB domain containing 11
10198	55711	8.03e-01	7.58e-01	0.2467	-0.307572	-0.0758644	44.37	FAR2	fatty acyl-CoA reductase 2
10199	54749	8.04e-01	7.59e-01	0.2566	-0.307008	-0.0787753	29.59	EPDR1	ependymin related 1
10200	90135	8.04e-01	7.59e-01	0.3019	-0.306865	-0.092643	11.21	BTBD6	BTB domain containing 6
10201	8604	8.05e-01	7.60e-01	0.1659	0.305967	0.050771	45.04	SLC25A12	solute carrier family 25 member 12
10202	2631	8.05e-01	7.60e-01	0.1076	-0.305202	-0.032842	126.07	NIPSNAP2	nipsnap homolog 2
10203	9181	8.06e-01	7.61e-01	0.1668	0.304128	0.0507176	200.65	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
10204	93100	8.06e-01	7.61e-01	0.198	0.30386	0.0601748	55.29	NAPRT	nicotinate phosphoribosyltransferase
10205	1195	8.06e-01	7.61e-01	0.1443	-0.303704	-0.0438211	91.57	CLK1	CDC like kinase 1
10206	1994	8.06e-01	7.61e-01	0.23	-0.30365	-0.0698506	29.22	ELAVL1	ELAV like RNA binding protein 1
10207	93587	8.07e-01	7.62e-01	0.1849	-0.30262	-0.0559482	35.67	TRMT10A	tRNA methyltransferase 10A
10208	8445	8.07e-01	7.62e-01	0.1888	-0.302583	-0.0571268	28.73	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
10209	23199	8.07e-01	7.62e-01	0.2437	-0.302748	-0.0737706	21.43	GSE1	Gse1 coiled-coil protein
10210	8726	8.08e-01	7.64e-01	0.1437	-0.300353	-0.0431704	169.96	EED	embryonic ectoderm development
10211	66008	8.09e-01	7.65e-01	0.1702	0.29882	0.0508493	124.95	TRAK2	trafficking kinesin protein 2
10212	415116	8.09e-01	7.65e-01	0.2474	-0.298859	-0.073931	25.97	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
10213	285268	8.09e-01	7.65e-01	0.2231	0.298641	0.0666268	13.26	ZNF621	zinc finger protein 621
10214	57583	8.10e-01	7.65e-01	0.208	0.298508	0.0620882	25.06	TMEM181	transmembrane protein 181
10215	51759	8.12e-01	7.67e-01	0.0634	-0.295817	-0.0187541	743.01	C9orf78	chromosome 9 open reading frame 78
10216	55664	8.12e-01	7.68e-01	0.2252	0.295584	0.0665657	29.93	CDC37L1	cell division cycle 37 like 1, HSP90 cochaperone
10217	140564	8.12e-01	7.68e-01	0.2895	0.294973	0.0853894	30.33	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D
10218	10557	8.12e-01	7.68e-01	0.0989	0.29475	0.0291467	183.59	RPP38	ribonuclease P/MRP subunit p38
10219	26994	8.13e-01	7.69e-01	0.2322	-0.294229	-0.0683146	42.15	RNF11	ring finger protein 11
10220	3301	8.13e-01	7.69e-01	0.1139	-0.294081	-0.0334977	2870.41	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1
10221	340485	8.13e-01	7.69e-01	0.3232	0.293863	0.094984	10.97	ACER2	alkaline ceramidase 2
10222	3669	8.13e-01	7.69e-01	0.4607	-0.293757	-0.1353241	1026.39	ISG20	interferon stimulated exonuclease gene 20
10223	23512	8.13e-01	7.69e-01	0.1849	0.293583	0.0542737	35.11	SUZ12	SUZ12 polycomb repressive complex 2 subunit
10224	254225	8.13e-01	7.69e-01	0.1931	0.293183	0.0566194	20.54	RNF169	ring finger protein 169
10225	10907	8.13e-01	7.70e-01	0.1274	0.29283	0.0373191	127.72	TXNL4A	thioredoxin like 4A
10226	1861	8.13e-01	7.70e-01	0.115	0.292715	0.033653	106.07	TOR1A	torsin family 1 member A
10227	10212	8.14e-01	7.70e-01	0.0936	0.291982	0.0273169	557.15	DDX39A	DExD-box helicase 39A
10228	55108	8.14e-01	7.71e-01	0.1074	0.291689	0.0313211	99.29	BSDC1	BSD domain containing 1
10229	6421	8.14e-01	7.70e-01	0.1287	0.291771	0.0375597	138.95	SFPQ	splicing factor proline and glutamine rich
10230	839	8.14e-01	7.71e-01	0.129	-0.29141	-0.0375861	87.72	CASP6	caspase 6
10231	644873	8.14e-01	7.71e-01	0.2744	0.290793	0.0798002	15.65	SLC12A2-DT	SLC12A2 divergent transcript
10232	10020	8.14e-01	7.71e-01	0.2575	-0.290742	-0.0748579	10.07	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
10233	4238	8.15e-01	7.72e-01	0.0958	0.290195	0.0277898	146.08	MFAP3	microfibril associated protein 3
10234	199746	8.15e-01	7.72e-01	0.1418	0.290182	0.0411545	102.89	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
10235	84792	8.15e-01	7.72e-01	0.2	0.289329	0.0578625	18.28	FAM220A	family with sequence similarity 220 member A
10236	23210	8.15e-01	7.72e-01	0.1253	0.289213	0.0362409	81.97	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase
10237	7266	8.15e-01	7.73e-01	0.1119	0.288939	0.0323205	353.27	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7
10238	57684	8.16e-01	7.74e-01	0.2837	-0.287639	-0.0816095	11.44	ZBTB26	zinc finger and BTB domain containing 26
10239	54584	8.16e-01	7.74e-01	0.3028	-0.287648	-0.0871141	18.88	GNB1L	G protein subunit beta 1 like
10240	10735	8.17e-01	7.74e-01	0.1031	-0.2866	-0.0295411	171.71	STAG2	stromal antigen 2
10241	1877	8.17e-01	7.75e-01	0.2931	-0.286091	-0.0838509	13.69	E4F1	E4F transcription factor 1
10242	57148	8.18e-01	7.76e-01	0.2149	0.284751	0.0611947	30.22	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta
10243	1998	8.18e-01	7.76e-01	0.1231	0.284574	0.0350206	49.54	ELF2	E74 like ETS transcription factor 2
10244	49856	8.19e-01	7.76e-01	0.2159	0.283952	0.0613051	14	WRAP73	WD repeat containing, antisense to TP73
10245	4236	8.19e-01	7.76e-01	0.1265	-0.284037	-0.0359233	305.95	MFAP1	microfibril associated protein 1
10246	150472	8.19e-01	7.77e-01	0.1472	-0.283847	-0.0417841	380.22	ZNG1B	Zn regulated GTPase metalloprotein activator 1B
10247	54964	8.19e-01	7.77e-01	0.1262	0.283701	0.0358082	89.25	C1orf56	chromosome 1 open reading frame 56
10248	102465801	8.19e-01	7.77e-01	0.1391	0.283028	0.0393627	764.78	MIR7703	microRNA 7703
10249	80854	8.20e-01	7.78e-01	0.2501	-0.282535	-0.0706734	21.44	SETD7	SET domain containing 7, histone lysine methyltransferase
10250	51322	8.20e-01	7.78e-01	0.1397	-0.281793	-0.0393664	131.33	WAC	WW domain containing adaptor with coiled-coil
10251	93974	8.21e-01	7.79e-01	0.0939	0.280511	0.0263477	576.38	ATP5IF1	ATP synthase inhibitory factor subunit 1
10252	64853	8.22e-01	7.80e-01	0.1658	0.279876	0.0464054	29.63	AIDA	axin interactor, dorsalization associated
10253	25972	8.23e-01	7.81e-01	0.1439	-0.278575	-0.0400892	116.91	UNC50	unc-50 inner nuclear membrane RNA binding protein
10254	949	8.23e-01	7.81e-01	0.1723	-0.277948	-0.0478973	19.41	SCARB1	scavenger receptor class B member 1
10255	11020	8.23e-01	7.81e-01	0.2484	-0.277609	-0.0689649	11.77	IFT27	intraflagellar transport 27
10256	57001	8.24e-01	7.82e-01	0.187	-0.276656	-0.0517472	125.82	SDHAF3	succinate dehydrogenase complex assembly factor 3
10257	55140	8.24e-01	7.82e-01	0.1514	-0.276394	-0.0418539	292.18	ELP3	elongator acetyltransferase complex subunit 3
10258	154807	8.25e-01	7.83e-01	0.1975	0.275249	0.054348	30.18	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
10259	9886	8.25e-01	7.84e-01	0.3725	0.274635	0.1023047	14.67	RHOBTB1	Rho related BTB domain containing 1
10260	100506746	8.25e-01	7.84e-01	0.2766	-0.274344	-0.0758801	12.04	AFF1-AS1	AFF1 antisense RNA 1
10261	201626	8.25e-01	7.84e-01	0.1561	-0.274165	-0.0427855	35.32	PDE12	phosphodiesterase 12
10262	642843	8.26e-01	7.84e-01	0.1418	0.273626	0.0388035	10.03	CPSF4L	cleavage and polyadenylation specific factor 4 like
10263	51255	8.26e-01	7.85e-01	0.0666	0.27344	0.0182231	2844.77	RNF181	ring finger protein 181
10264	123720	8.26e-01	7.85e-01	0.2649	-0.273372	-0.0724156	15.23	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules
10265	414197	8.27e-01	7.86e-01	0.2017	0.272083	0.0548765	26.93	ZNF32-AS1	ZNF32 antisense RNA 1
10266	160428	8.27e-01	7.86e-01	0.4698	-0.271775	-0.1276811	20.95	ALDH1L2	aldehyde dehydrogenase 1 family member L2
10267	91133	8.27e-01	7.86e-01	0.2634	-0.271594	-0.0715281	13	L3MBTL4	L3MBTL histone methyl-lysine binding protein 4
10268	8767	8.27e-01	7.86e-01	0.1803	-0.271262	-0.0489174	99.61	RIPK2	receptor interacting serine/threonine kinase 2
10269	26260	8.27e-01	7.86e-01	0.1854	0.271054	0.0502548	34.54	FBXO25	F-box protein 25
10270	81493	8.27e-01	7.87e-01	0.0767	-0.270837	-0.0207807	116.08	SYNC	syncoilin, intermediate filament protein
10271	51244	8.28e-01	7.87e-01	0.1039	0.270461	0.028105	247.39	CCDC174	coiled-coil domain containing 174
10272	6744	8.29e-01	7.88e-01	0.169	-0.268965	-0.0454609	56.52	ITPRID2	ITPR interacting domain containing 2
10273	64083	8.30e-01	7.89e-01	0.1278	0.267712	0.0342041	123.29	GOLPH3	golgi phosphoprotein 3
10274	6892	8.30e-01	7.89e-01	0.1164	0.267167	0.0310935	831.24	TAPBP	TAP binding protein
10275	83752	8.30e-01	7.90e-01	0.095	0.266614	0.025327	105.79	LONP2	lon peptidase 2, peroxisomal
10276	54915	8.30e-01	7.90e-01	0.2117	0.266466	0.0564173	30.94	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
10277	55601	8.31e-01	7.90e-01	0.3028	0.266302	0.080638	110.85	DDX60	DExD/H-box helicase 60
10278	5049	8.31e-01	7.90e-01	0.1766	-0.266067	-0.0469765	277.04	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
10279	85365	8.31e-01	7.91e-01	0.1635	0.265227	0.0433729	50.02	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase
10280	3801	8.32e-01	7.91e-01	0.1978	0.264614	0.052339	37.42	KIFC3	kinesin family member C3
10281	5431	8.32e-01	7.92e-01	0.156	-0.263745	-0.0411399	103.99	POLR2B	RNA polymerase II subunit B
10282	79758	8.32e-01	7.92e-01	0.2901	-0.263679	-0.0764964	14.78	DHRS12	dehydrogenase/reductase 12
10283	150274	8.33e-01	7.93e-01	0.2133	-0.262103	-0.0559104	81.26	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone
10284	145483	8.34e-01	7.93e-01	0.1115	-0.26185	-0.0292057	126.01	FAM161B	FAM161 centrosomal protein B
10285	118472	8.34e-01	7.94e-01	0.1616	-0.261747	-0.0422906	34.25	ZNF511	zinc finger protein 511
10286	149111	8.34e-01	7.94e-01	0.3321	-0.261183	-0.0867318	12.57	CNIH3	cornichon family AMPA receptor auxiliary protein 3
10287	7874	8.34e-01	7.94e-01	0.1624	0.261136	0.0424008	57.44	USP7	ubiquitin specific peptidase 7
10288	54014	8.34e-01	7.94e-01	0.158	-0.260623	-0.0411747	45.98	BRWD1	bromodomain and WD repeat domain containing 1
10289	26122	8.34e-01	7.95e-01	0.2643	0.260469	0.0688349	17.82	EPC2	enhancer of polycomb homolog 2
10290	10444	8.35e-01	7.95e-01	0.1934	-0.259609	-0.0502121	12.39	ZER1	zyg-11 related cell cycle regulator
10291	5627	8.35e-01	7.96e-01	0.3496	0.258965	0.0905453	10.32	PROS1	protein S
10292	119710	8.36e-01	7.96e-01	0.1488	-0.258321	-0.0384379	215.15	IFTAP	intraflagellar transport associated protein
10293	4193	8.36e-01	7.96e-01	0.1269	-0.258408	-0.0327846	391.46	MDM2	MDM2 proto-oncogene
10294	80829	8.36e-01	7.97e-01	0.1419	-0.257878	-0.0365865	74.5	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase
10295	84287	8.36e-01	7.97e-01	0.1903	0.257328	0.0489693	32.17	ZDHHC16	zinc finger DHHC-type palmitoyltransferase 16
10296	100528007	8.36e-01	7.97e-01	0.2203	0.25739	0.0566997	16.2	BORCS7-ASMT	BORCS7-ASMT readthrough (NMD candidate)
10297	84961	8.36e-01	7.97e-01	0.1977	-0.257412	-0.0509022	34.79	FBXL20	F-box and leucine rich repeat protein 20
10298	6715	8.36e-01	7.97e-01	0.2627	0.25685	0.0674697	13.78	SRD5A1	steroid 5 alpha-reductase 1
10299	93643	8.37e-01	7.98e-01	0.2677	0.256076	0.0685424	9.9	TJAP1	tight junction associated protein 1
10300	80198	8.37e-01	7.98e-01	0.2211	-0.255592	-0.0565108	30.35	MUS81	MUS81 structure-specific endonuclease subunit
10301	100534599	8.38e-01	7.99e-01	0.0709	0.255208	0.0180834	47.35	ISY1-RAB43	ISY1-RAB43 readthrough
10302	57154	8.38e-01	7.99e-01	0.2559	0.254801	0.065194	16.93	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
10303	8653	8.38e-01	7.99e-01	0.5745	-0.254444	-0.1461902	79.98	DDX3Y	DEAD-box helicase 3 Y-linked
10304	27241	8.38e-01	7.99e-01	0.3294	0.254004	0.0836805	13.47	BBS9	Bardet-Biedl syndrome 9
10305	23131	8.38e-01	8.00e-01	0.1243	0.253913	0.031558	136.73	GPATCH8	G-patch domain containing 8
10306	23469	8.38e-01	8.00e-01	0.1259	0.253655	0.0319341	159.37	PHF3	PHD finger protein 3
10307	51110	8.38e-01	8.00e-01	0.0993	0.253571	0.0251702	355.68	LACTB2	lactamase beta 2
10308	10768	8.39e-01	8.00e-01	0.1914	-0.252954	-0.0484058	85.07	AHCYL1	adenosylhomocysteinase like 1
10309	79834	8.40e-01	8.01e-01	0.199	-0.25152	-0.0500567	28.65	PEAK1	pseudopodium enriched atypical kinase 1
10310	10781	8.40e-01	8.01e-01	0.2568	-0.251579	-0.0646169	10.88	ZNF266	zinc finger protein 266
10311	9682	8.41e-01	8.02e-01	0.1108	0.250347	0.027749	43.95	KDM4A	lysine demethylase 4A
10312	8487	8.41e-01	8.02e-01	0.1501	0.250165	0.0375556	129.84	GEMIN2	gem nuclear organelle associated protein 2
10313	5362	8.41e-01	8.03e-01	0.2759	0.250002	0.0689856	15.83	PLXNA2	plexin A2
10314	196441	8.41e-01	8.03e-01	0.1818	0.249894	0.0454328	27.26	ZFC3H1	zinc finger C3H1-type containing
10315	57132	8.41e-01	8.03e-01	0.0831	0.249825	0.0207519	248.34	CHMP1B	charged multivesicular body protein 1B
10316	54617	8.41e-01	8.03e-01	0.2891	-0.249551	-0.0721333	22.83	INO80	INO80 complex ATPase subunit
10317	9779	8.41e-01	8.03e-01	0.1616	-0.24885	-0.0402088	47.73	TBC1D5	TBC1 domain family member 5
10318	79074	8.42e-01	8.04e-01	0.1221	0.248031	0.0302846	216.28	C2orf49	chromosome 2 open reading frame 49
10319	162427	8.42e-01	8.04e-01	0.1568	0.247948	0.0388761	51.22	RETREG3	reticulophagy regulator family member 3
10320	90529	8.43e-01	8.05e-01	0.2371	-0.246734	-0.0585058	27.56	STPG1	sperm tail PG-rich repeat containing 1
10321	84679	8.43e-01	8.05e-01	0.2311	-0.246704	-0.0570151	33.2	SLC9A7	solute carrier family 9 member A7
10322	55871	8.43e-01	8.05e-01	0.2063	0.246539	0.050865	460.1	ZNG1A	Zn regulated GTPase metalloprotein activator 1A
10323	79571	8.43e-01	8.06e-01	0.1894	-0.246154	-0.0466127	23.59	GCC1	GRIP and coiled-coil domain containing 1
10324	10723	8.43e-01	8.06e-01	0.2491	-0.245994	-0.0612755	31.94	SLC12A7	solute carrier family 12 member 7
10325	3569	8.43e-01	8.06e-01	0.4773	0.245632	0.11724	203.86	IL6	interleukin 6
10326	114791	8.44e-01	8.06e-01	0.3679	0.24534	0.0902682	14.5	TUBGCP5	tubulin gamma complex associated protein 5
10327	23361	8.44e-01	8.06e-01	0.2526	0.245251	0.0619515	14.19	ZNF629	zinc finger protein 629
10328	723790	8.44e-01	8.07e-01	0.2078	0.244242	0.0507542	237.91	H2AC19	H2A clustered histone 19
10329	84893	8.44e-01	8.07e-01	0.1553	-0.244337	-0.0379389	15.79	FBH1	F-box DNA helicase 1
10330	1108	8.44e-01	8.07e-01	0.1375	-0.244289	-0.0335827	102.99	CHD4	chromodomain helicase DNA binding protein 4
10331	3652	8.44e-01	8.07e-01	0.1301	-0.244126	-0.0317631	43.74	IPP	intracisternal A particle-promoted polypeptide
10332	1876	8.44e-01	8.08e-01	0.1751	0.243643	0.0426585	26.12	E2F6	E2F transcription factor 6
10333	1945	8.44e-01	8.08e-01	0.2508	0.243435	0.0610612	12.69	EFNA4	ephrin A4
10334	1121	8.45e-01	8.09e-01	0.1475	-0.24217	-0.0357205	73.52	CHM	CHM Rab escort protein
10335	54187	8.45e-01	8.09e-01	0.1088	-0.242044	-0.0263356	180.27	NANS	N-acetylneuraminate synthase
10336	221079	8.46e-01	8.09e-01	0.1965	0.241253	0.0474103	39.14	ARL5B	ADP ribosylation factor like GTPase 5B
10337	57045	8.46e-01	8.09e-01	0.2306	-0.241294	-0.0556528	46.04	TWSG1	twisted gastrulation BMP signaling modulator 1
10338	51096	8.48e-01	8.11e-01	0.1352	-0.238995	-0.032306	112.07	UTP18	UTP18 small subunit processome component
10339	57223	8.48e-01	8.12e-01	0.1244	-0.238302	-0.0296335	71.01	PPP4R3B	protein phosphatase 4 regulatory subunit 3B
10340	3953	8.48e-01	8.12e-01	0.2858	0.237739	0.0679452	16.78	LEPR	leptin receptor
10341	6746	8.48e-01	8.12e-01	0.1127	0.237945	0.026825	3146.88	SSR2	signal sequence receptor subunit 2
10342	25930	8.48e-01	8.12e-01	0.2323	0.238048	0.0552926	19.12	PTPN23	protein tyrosine phosphatase non-receptor type 23
